Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,2023-01-02 01:00 PM,2023,01,02,13,139.6,194,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 02:00 PM,2023,01,02,14,113.2,181,Unhealthy,87.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 03:00 PM,2023,01,02,15,102.6,175,Unhealthy,92.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 04:00 PM,2023,01,02,16,98.3,173,Unhealthy,94.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 05:00 PM,2023,01,02,17,100.6,174,Unhealthy,103.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 06:00 PM,2023,01,02,18,118.3,183,Unhealthy,136.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 07:00 PM,2023,01,02,19,151.1,202,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 08:00 PM,2023,01,02,20,178.0,228,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 09:00 PM,2023,01,02,21,218.5,268,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 10:00 PM,2023,01,02,22,256.7,307,Hazardous,295.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-02 11:00 PM,2023,01,02,23,266.9,317,Hazardous,277.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 12:00 AM,2023,01,03,00,269.9,320,Hazardous,273.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 01:00 AM,2023,01,03,01,257.5,308,Hazardous,245.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 02:00 AM,2023,01,03,02,247.7,297,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 03:00 AM,2023,01,03,03,250.4,300,Very Unhealthy,253.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 04:00 AM,2023,01,03,04,245.2,295,Very Unhealthy,240.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 05:00 AM,2023,01,03,05,266.1,316,Hazardous,287.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 06:00 AM,2023,01,03,06,261.0,311,Hazardous,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 07:00 AM,2023,01,03,07,249.1,299,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 08:00 AM,2023,01,03,08,246.2,296,Very Unhealthy,231.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 09:00 AM,2023,01,03,09,236.6,286,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 10:00 AM,2023,01,03,10,207.4,257,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 11:00 AM,2023,01,03,11,200.8,251,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 12:00 PM,2023,01,03,12,199.6,250,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 01:00 PM,2023,01,03,13,196.1,246,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 02:00 PM,2023,01,03,14,202.8,253,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 03:00 PM,2023,01,03,15,212.7,263,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 04:00 PM,2023,01,03,16,208.8,259,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 05:00 PM,2023,01,03,17,202.8,253,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 06:00 PM,2023,01,03,18,200.0,250,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 07:00 PM,2023,01,03,19,200.0,250,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 08:00 PM,2023,01,03,20,197.5,248,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 09:00 PM,2023,01,03,21,196.5,247,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 10:00 PM,2023,01,03,22,197.6,248,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-03 11:00 PM,2023,01,03,23,195.7,246,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 12:00 AM,2023,01,04,00,194.2,244,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 01:00 AM,2023,01,04,01,190.2,240,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 02:00 AM,2023,01,04,02,185.5,236,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 03:00 AM,2023,01,04,03,183.7,234,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 04:00 AM,2023,01,04,04,179.6,230,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 05:00 AM,2023,01,04,05,169.6,220,Very Unhealthy,150.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 06:00 AM,2023,01,04,06,155.1,206,Very Unhealthy,134.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 07:00 AM,2023,01,04,07,151.6,202,Very Unhealthy,143.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 08:00 AM,2023,01,04,08,148.4,199,Unhealthy,142.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 09:00 AM,2023,01,04,09,145.8,198,Unhealthy,141.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 10:00 AM,2023,01,04,10,151.1,202,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 11:00 AM,2023,01,04,11,153.5,204,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 12:00 PM,2023,01,04,12,159.0,209,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 01:00 PM,2023,01,04,13,169.9,220,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 02:00 PM,2023,01,04,14,185.8,236,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 03:00 PM,2023,01,04,15,190.9,241,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 04:00 PM,2023,01,04,16,191.0,241,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 05:00 PM,2023,01,04,17,186.7,237,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 06:00 PM,2023,01,04,18,186.3,236,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 07:00 PM,2023,01,04,19,186.0,236,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 08:00 PM,2023,01,04,20,190.7,241,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 09:00 PM,2023,01,04,21,198.6,249,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 10:00 PM,2023,01,04,22,197.0,247,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-04 11:00 PM,2023,01,04,23,189.4,240,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 12:00 AM,2023,01,05,00,187.9,238,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 01:00 AM,2023,01,05,01,187.1,237,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 02:00 AM,2023,01,05,02,186.6,237,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 03:00 AM,2023,01,05,03,186.1,236,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 04:00 AM,2023,01,05,04,186.5,237,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 05:00 AM,2023,01,05,05,187.9,238,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 06:00 AM,2023,01,05,06,187.5,238,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 07:00 AM,2023,01,05,07,189.4,240,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 08:00 AM,2023,01,05,08,191.9,242,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 09:00 AM,2023,01,05,09,194.1,244,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 10:00 AM,2023,01,05,10,203.6,254,Very Unhealthy,225.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 11:00 AM,2023,01,05,11,207.5,257,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 12:00 PM,2023,01,05,12,225.9,276,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 01:00 PM,2023,01,05,13,236.2,286,Very Unhealthy,260.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 02:00 PM,2023,01,05,14,240.5,290,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 03:00 PM,2023,01,05,15,242.5,292,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 04:00 PM,2023,01,05,16,241.4,291,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 05:00 PM,2023,01,05,17,243.0,293,Very Unhealthy,246.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 06:00 PM,2023,01,05,18,247.2,297,Very Unhealthy,260.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 07:00 PM,2023,01,05,19,256.1,307,Hazardous,276.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 08:00 PM,2023,01,05,20,264.5,315,Hazardous,285.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 09:00 PM,2023,01,05,21,266.2,317,Hazardous,281.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 10:00 PM,2023,01,05,22,263.4,314,Hazardous,253.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-05 11:00 PM,2023,01,05,23,255.5,306,Hazardous,225.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 12:00 AM,2023,01,06,00,241.4,291,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 01:00 AM,2023,01,06,01,231.5,281,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 02:00 AM,2023,01,06,02,218.8,269,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 03:00 AM,2023,01,06,03,211.9,262,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 04:00 AM,2023,01,06,04,203.3,253,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 05:00 AM,2023,01,06,05,197.1,247,Very Unhealthy,187.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 06:00 AM,2023,01,06,06,194.1,244,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 07:00 AM,2023,01,06,07,194.6,245,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 08:00 AM,2023,01,06,08,201.7,252,Very Unhealthy,216.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 09:00 AM,2023,01,06,09,210.0,260,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 10:00 AM,2023,01,06,10,214.8,265,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 11:00 AM,2023,01,06,11,220.3,270,Very Unhealthy,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 12:00 PM,2023,01,06,12,226.5,276,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 01:00 PM,2023,01,06,13,231.1,281,Very Unhealthy,244.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 02:00 PM,2023,01,06,14,228.7,278,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 03:00 PM,2023,01,06,15,225.5,275,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 04:00 PM,2023,01,06,16,221.5,271,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 05:00 PM,2023,01,06,17,217.4,267,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 06:00 PM,2023,01,06,18,221.1,271,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 07:00 PM,2023,01,06,19,229.9,280,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 08:00 PM,2023,01,06,20,239.7,289,Very Unhealthy,267.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 09:00 PM,2023,01,06,21,246.1,296,Very Unhealthy,265.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 10:00 PM,2023,01,06,22,253.2,304,Hazardous,271.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-06 11:00 PM,2023,01,06,23,255.1,306,Hazardous,260.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 12:00 AM,2023,01,07,00,249.6,299,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 01:00 AM,2023,01,07,01,241.6,291,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 02:00 AM,2023,01,07,02,234.5,284,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 03:00 AM,2023,01,07,03,229.8,280,Very Unhealthy,216.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 04:00 AM,2023,01,07,04,224.8,275,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 05:00 AM,2023,01,07,05,223.7,274,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 06:00 AM,2023,01,07,06,214.8,265,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 07:00 AM,2023,01,07,07,211.6,262,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 08:00 AM,2023,01,07,08,210.2,260,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 09:00 AM,2023,01,07,09,199.6,250,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 10:00 AM,2023,01,07,10,198.4,248,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 11:00 AM,2023,01,07,11,202.8,253,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 12:00 PM,2023,01,07,12,218.1,268,Very Unhealthy,257.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 01:00 PM,2023,01,07,13,243.5,293,Very Unhealthy,283.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 02:00 PM,2023,01,07,14,247.3,297,Very Unhealthy,254.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 03:00 PM,2023,01,07,15,245.5,295,Very Unhealthy,242.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 04:00 PM,2023,01,07,16,244.6,294,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 05:00 PM,2023,01,07,17,243.0,293,Very Unhealthy,240.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 06:00 PM,2023,01,07,18,244.5,294,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 07:00 PM,2023,01,07,19,234.7,284,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 08:00 PM,2023,01,07,20,229.8,280,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 09:00 PM,2023,01,07,21,223.5,273,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 10:00 PM,2023,01,07,22,219.7,270,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-07 11:00 PM,2023,01,07,23,222.1,272,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 12:00 AM,2023,01,08,00,228.3,278,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 01:00 AM,2023,01,08,01,244.2,294,Very Unhealthy,285.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 02:00 AM,2023,01,08,02,237.8,288,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 03:00 AM,2023,01,08,03,223.8,274,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 04:00 AM,2023,01,08,04,225.7,276,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 05:00 AM,2023,01,08,05,235.2,285,Very Unhealthy,255.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 06:00 AM,2023,01,08,06,219.7,270,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 07:00 AM,2023,01,08,07,204.9,255,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 08:00 AM,2023,01,08,08,202.0,252,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 09:00 AM,2023,01,08,09,199.8,250,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 10:00 AM,2023,01,08,10,199.8,250,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 11:00 AM,2023,01,08,11,205.0,255,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 12:00 PM,2023,01,08,12,226.5,276,Very Unhealthy,264.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 01:00 PM,2023,01,08,13,248.4,298,Very Unhealthy,286.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 02:00 PM,2023,01,08,14,249.8,299,Very Unhealthy,252.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 03:00 PM,2023,01,08,15,250.7,301,Hazardous,252.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 04:00 PM,2023,01,08,16,256.3,307,Hazardous,266.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 05:00 PM,2023,01,08,17,263.2,314,Hazardous,275.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2023-01-08 06:00 PM,2023,01,08,18,276.1,326,Hazardous,295.0,UG/M3,1 Hr,Valid
