Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,2021-01-03 08:00 AM,2021,01,03,08,162.7,213,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 09:00 AM,2021,01,03,09,160.7,211,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 10:00 AM,2021,01,03,10,170.1,220,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 11:00 AM,2021,01,03,11,174.0,224,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 12:00 PM,2021,01,03,12,137.6,193,Unhealthy,92.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 01:00 PM,2021,01,03,13,119.8,184,Unhealthy,102.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 02:00 PM,2021,01,03,14,103.8,176,Unhealthy,88.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 03:00 PM,2021,01,03,15,95.9,172,Unhealthy,88.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 04:00 PM,2021,01,03,16,97.4,173,Unhealthy,99.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 05:00 PM,2021,01,03,17,85.7,167,Unhealthy,74.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 06:00 PM,2021,01,03,18,88.8,168,Unhealthy,92.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 07:00 PM,2021,01,03,19,115.4,182,Unhealthy,142.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 08:00 PM,2021,01,03,20,153.7,204,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 09:00 PM,2021,01,03,21,165.8,216,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 10:00 PM,2021,01,03,22,180.9,231,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-03 11:00 PM,2021,01,03,23,191.4,242,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 12:00 AM,2021,01,04,00,199.2,249,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 01:00 AM,2021,01,04,01,208.6,259,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 02:00 AM,2021,01,04,02,212.3,262,Very Unhealthy,216.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 03:00 AM,2021,01,04,03,219.6,269,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 04:00 AM,2021,01,04,04,246.3,296,Very Unhealthy,273.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 05:00 AM,2021,01,04,05,243.2,293,Very Unhealthy,240.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 06:00 AM,2021,01,04,06,250.5,301,Hazardous,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 07:00 AM,2021,01,04,07,231.7,281,Very Unhealthy,207.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 08:00 AM,2021,01,04,08,248.0,298,Very Unhealthy,277.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 09:00 AM,2021,01,04,09,243.7,293,Very Unhealthy,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 10:00 AM,2021,01,04,10,214.2,264,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 11:00 AM,2021,01,04,11,153.2,204,Very Unhealthy,100.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 12:00 PM,2021,01,04,12,115.1,182,Unhealthy,77.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 01:00 PM,2021,01,04,13,99.5,174,Unhealthy,84.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 02:00 PM,2021,01,04,14,93.2,170,Unhealthy,87.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 03:00 PM,2021,01,04,15,95.1,171,Unhealthy,97.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 04:00 PM,2021,01,04,16,85.0,166,Unhealthy,75.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 05:00 PM,2021,01,04,17,83.9,166,Unhealthy,83.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 06:00 PM,2021,01,04,18,88.4,168,Unhealthy,93.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 07:00 PM,2021,01,04,19,122.7,186,Unhealthy,157.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 08:00 PM,2021,01,04,20,172.8,223,Very Unhealthy,223.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 09:00 PM,2021,01,04,21,201.4,251,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 10:00 PM,2021,01,04,22,228.7,278,Very Unhealthy,256.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-04 11:00 PM,2021,01,04,23,245.3,295,Very Unhealthy,262.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 12:00 AM,2021,01,05,00,268.2,319,Hazardous,291.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 01:00 AM,2021,01,05,01,253.6,304,Hazardous,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 02:00 AM,2021,01,05,02,238.3,288,Very Unhealthy,223.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 03:00 AM,2021,01,05,03,230.1,280,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 04:00 AM,2021,01,05,04,230.1,280,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 05:00 AM,2021,01,05,05,219.5,269,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 06:00 AM,2021,01,05,06,208.4,258,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 07:00 AM,2021,01,05,07,221.7,272,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 08:00 AM,2021,01,05,08,231.2,281,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 09:00 AM,2021,01,05,09,232.8,283,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 10:00 AM,2021,01,05,10,201.1,251,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 11:00 AM,2021,01,05,11,153.9,204,Very Unhealthy,110.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 12:00 PM,2021,01,05,12,127.4,188,Unhealthy,101.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 01:00 PM,2021,01,05,13,123.2,186,Unhealthy,119.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 02:00 PM,2021,01,05,14,118.0,183,Unhealthy,113.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 03:00 PM,2021,01,05,15,104.5,176,Unhealthy,91.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 04:00 PM,2021,01,05,16,84.7,166,Unhealthy,65.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 05:00 PM,2021,01,05,17,82.3,165,Unhealthy,80.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 06:00 PM,2021,01,05,18,106.1,177,Unhealthy,130.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 07:00 PM,2021,01,05,19,141.0,195,Unhealthy,176.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 08:00 PM,2021,01,05,20,169.5,220,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 09:00 PM,2021,01,05,21,193.2,243,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 10:00 PM,2021,01,05,22,202.6,253,Very Unhealthy,212.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-05 11:00 PM,2021,01,05,23,214.8,265,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 12:00 AM,2021,01,06,00,288.4,339,Hazardous,362.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 01:00 AM,2021,01,06,01,302.2,352,Hazardous,316.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 02:00 AM,2021,01,06,02,276.1,326,Hazardous,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 03:00 AM,2021,01,06,03,299.0,349,Hazardous,322.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 04:00 AM,2021,01,06,04,282.5,333,Hazardous,266.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 05:00 AM,2021,01,06,05,267.8,318,Hazardous,253.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 06:00 AM,2021,01,06,06,254.4,305,Hazardous,241.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 07:00 AM,2021,01,06,07,240.0,290,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 08:00 AM,2021,01,06,08,231.5,281,Very Unhealthy,216.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 09:00 AM,2021,01,06,09,201.7,252,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 10:00 AM,2021,01,06,10,169.3,220,Very Unhealthy,137.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 11:00 AM,2021,01,06,11,124.6,187,Unhealthy,80.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 12:00 PM,2021,01,06,12,114.3,181,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 01:00 PM,2021,01,06,13,105.6,177,Unhealthy,97.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 02:00 PM,2021,01,06,14,94.2,171,Unhealthy,83.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 03:00 PM,2021,01,06,15,85.6,167,Unhealthy,77.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 04:00 PM,2021,01,06,16,80.7,164,Unhealthy,76.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 05:00 PM,2021,01,06,17,69.8,158,Unhealthy,59.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 06:00 PM,2021,01,06,18,86.4,167,Unhealthy,103.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 07:00 PM,2021,01,06,19,126.7,188,Unhealthy,167.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 08:00 PM,2021,01,06,20,159.8,210,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 09:00 PM,2021,01,06,21,183.9,234,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 10:00 PM,2021,01,06,22,205.4,255,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-06 11:00 PM,2021,01,06,23,239.2,289,Very Unhealthy,273.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 12:00 AM,2021,01,07,00,262.6,313,Hazardous,286.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 01:00 AM,2021,01,07,01,283.8,334,Hazardous,305.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 02:00 AM,2021,01,07,02,275.4,326,Hazardous,267.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 03:00 AM,2021,01,07,03,281.2,331,Hazardous,287.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 04:00 AM,2021,01,07,04,307.6,358,Hazardous,334.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 05:00 AM,2021,01,07,05,293.3,343,Hazardous,279.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 06:00 AM,2021,01,07,06,257.1,308,Hazardous,221.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 07:00 AM,2021,01,07,07,246.1,296,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 08:00 AM,2021,01,07,08,244.4,294,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 09:00 AM,2021,01,07,09,255.5,306,Hazardous,272.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 10:00 AM,2021,01,07,10,243.3,293,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 11:00 AM,2021,01,07,11,184.7,235,Very Unhealthy,132.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 12:00 PM,2021,01,07,12,163.8,214,Very Unhealthy,143.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 01:00 PM,2021,01,07,13,168.9,219,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 02:00 PM,2021,01,07,14,159.9,210,Very Unhealthy,151.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 03:00 PM,2021,01,07,15,135.9,193,Unhealthy,112.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 04:00 PM,2021,01,07,16,119.4,184,Unhealthy,103.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 05:00 PM,2021,01,07,17,111.7,180,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 06:00 PM,2021,01,07,18,126.8,188,Unhealthy,142.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 07:00 PM,2021,01,07,19,146.4,198,Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 08:00 PM,2021,01,07,20,191.7,242,Very Unhealthy,237.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 09:00 PM,2021,01,07,21,243.3,293,Very Unhealthy,295.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 10:00 PM,2021,01,07,22,259.1,310,Hazardous,275.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-07 11:00 PM,2021,01,07,23,286.1,336,Hazardous,313.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 12:00 AM,2021,01,08,00,349.5,399,Hazardous,413.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 01:00 AM,2021,01,08,01,371.8,415,Hazardous,394.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 02:00 AM,2021,01,08,02,330.9,381,Hazardous,290.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 03:00 AM,2021,01,08,03,253.9,304,Hazardous,177.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 04:00 AM,2021,01,08,04,256.5,307,Hazardous,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 05:00 AM,2021,01,08,05,237.2,287,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 06:00 AM,2021,01,08,06,229.1,279,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 07:00 AM,2021,01,08,07,230.5,280,Very Unhealthy,232.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 08:00 AM,2021,01,08,08,219.2,269,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 09:00 AM,2021,01,08,09,219.1,269,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 10:00 AM,2021,01,08,10,239.0,289,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 11:00 AM,2021,01,08,11,209.0,259,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 12:00 PM,2021,01,08,12,178.9,229,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 01:00 PM,2021,01,08,13,172.2,223,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 02:00 PM,2021,01,08,14,139.2,194,Unhealthy,107.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 03:00 PM,2021,01,08,15,131.0,190,Unhealthy,123.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 04:00 PM,2021,01,08,16,93.5,171,Unhealthy,56.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 05:00 PM,2021,01,08,17,80.7,164,Unhealthy,68.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 06:00 PM,2021,01,08,18,84.8,166,Unhealthy,89.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 07:00 PM,2021,01,08,19,94.4,171,Unhealthy,104.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2021-01-08 08:00 PM,2021,01,08,20,115.1,182,Unhealthy,136.0,UG/M3,1 Hr,Valid
